2018/07/09,15:22:43,0,79.187,1393.54,0.039,-0.0546,0.8814,492.933,"36.0189N,140.021E "
2018/07/09,15:22:44,0,79.0894,417.7,0.0468,-0.0546,0.8814,494.923,"36.0189N,140.021E "
2018/07/09,15:22:45,0,79.0894,1413.97,0.0468,-0.0624,0.8775,494.286,"36.0189N,140.021E "
2018/07/09,15:22:46,0,79.2847,1484.36,0.039,-0.0468,0.8853,497.231,"36.0189N,140.021E "
2018/07/09,15:22:47,0,78.9917,1532.2,0.039,-0.0624,0.8775,503.476,"36.0189N,140.021E "
2018/07/09,15:22:48,0,78.9917,1532.2,0.0312,-0.0585,0.8931,501.238,"36.0189N,140.021E "
2018/07/09,15:22:49,0,78.9917,1529.39,0.0429,-0.0546,0.8931,500.881,"36.0189N,140.021E "
2018/07/09,15:22:50,0,78.8879,1385.86,0.0507,-0.0702,0.8619,503.66,"36.0189N,140.021E "
2018/07/09,15:22:51,0,78.8879,1529.39,0.0312,-0.0351,0.8814,507.468,"36.0189N,140.021E "
2018/07/09,15:22:52,0,78.8879,1532.2,0.039,-0.0585,0.8931,509.168,"36.0189N,140.021E "
2018/07/09,15:22:53,0,78.8879,1532.2,0.039,-0.0507,0.8658,505.163,"36.0189N,140.021E "
2018/07/09,15:22:54,0,79.187,1717.96,0.0429,-0.0468,0.8814,501.998,"36.0189N,140.021E "
2018/07/09,15:22:55,0,79.48,1650.41,0.039,-0.0507,0.8853,476.788,"36.0189N,140.021E "
2018/07/09,15:22:56,0,79.3823,654.11,0.0585,-0.0546,0.8853,483.905,"36.0189N,140.021E "
2018/07/09,15:22:57,0,79.5776,1489.99,0.039,-0.0468,0.8814,504.817,"36.0189N,140.021E "
2018/07/09,15:22:58,0,79.7791,1532.2,0.039,-0.0429,0.8814,504.333,"36.0189N,140.021E "
2018/07/09,15:22:59,0,79.8767,1532.2,0.039,-0.0312,0.8658,499.213,"36.0189N,140.021E "
2018/07/09,15:23:00,0,79.9744,1495.62,0.0468,-0.0702,0.9048,504.813,"36.0189N,140.021E "
2018/07/09,15:23:01,0,79.8767,1385.86,0.0429,-0.0429,0.8892,500.168,"36.0189N,140.021E "
2018/07/09,15:23:02,0,79.8767,1495.62,0.0897,-0.0234,1.0413,500.686,"36.0189N,140.021E "
2018/07/09,15:23:03,0,79.7791,1529.39,0.0468,-0.0546,0.8814,504.495,"36.0189N,140.021E "
2018/07/09,15:23:04,0,79.8767,1532.2,0.0351,-0.0507,0.8931,243.842,"36.0189N,140.021E "
2018/07/09,15:23:05,0,79.8767,1385.86,0.0507,-0.0663,0.8736,104.196,"36.0189N,140.021E "
2018/07/09,15:23:06,0,79.7791,1532.2,0.0429,-0.0546,0.8619,6.2107,"36.0189N,140.021E "
2018/07/09,15:23:07,0,79.9744,654.11,0.039,-0.0429,0.8697,145.338,"36.0189N,140.021E "
2018/07/09,15:23:08,0,79.6753,1529.39,0.039,-0.0585,0.8814,367.299,"36.0189N,140.021E "
2018/07/09,15:23:09,0,79.6753,1650.41,0.0351,-0.0507,0.8814,502.485,"36.0189N,140.021E "
2018/07/09,15:23:10,0,79.3823,676.625,0.0351,-0.0468,0.8814,499.681,"36.0189N,140.021E "
2018/07/09,15:23:11,0,79.3823,1532.2,0.0273,-0.0351,0.8892,494.711,"36.0189N,140.021E "
2018/07/09,15:23:12,0,79.5776,654.11,0.039,-0.0507,0.8775,496.996,"36.0189N,140.021E "
2018/07/09,15:23:13,0,79.48,1529.39,0.0429,-0.0507,0.8658,500.833,"36.0189N,140.021E "
2018/07/09,15:23:14,0,79.48,1385.86,0.039,-0.0468,0.8853,501.468,"36.0189N,140.021E "
